Country,ISO3,Indicator,Unit,2018,2019,2020,2021,2022
Singapore,SGP,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
Singapore,SGP,Tree-covered areas,1000 HA,9.82,9.93,10.02,10.02,10.05
Singapore,SGP,Woody crops,1000 HA,2.12,2.03,1.93,1.91,1.84
Syrian Arab Rep.,SYR,Climate Altering Land Cover Index,Index,100.008221940621,100.115819267654,100.15617999992,100.193855972393,100.298313443962
Syrian Arab Rep.,SYR,Artificial surfaces (including urban and associated areas),1000 HA,128.77,132.53,132.66,134.09,139.47
Syrian Arab Rep.,SYR,Grassland,1000 HA,485.01,486.4,486.47,486.85,486.84
Syrian Arab Rep.,SYR,Herbaceous crops,1000 HA,4047.65,4048.39,4049.91,4050.08,4049.06
Syrian Arab Rep.,SYR,Inland water bodies,1000 HA,126.86,129.6,130.01,130.05,130.05
Syrian Arab Rep.,SYR,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Syrian Arab Rep.,SYR,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Syrian Arab Rep.,SYR,Shrub-covered areas,1000 HA,235.11,235.74,236.13,236.27,236.32
Syrian Arab Rep.,SYR,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.64,1.01,1.01,1.01,1.01
Syrian Arab Rep.,SYR,Sparsely natural vegetated areas,1000 HA,833.92,925.29,948.46,954.68,957.96
Syrian Arab Rep.,SYR,Terrestrial barren land,1000 HA,11803.09,11699.69,11672.06,11663.51,11654.32
Syrian Arab Rep.,SYR,Tree-covered areas,1000 HA,265.81,267.24,269.16,269.41,271.15
Syrian Arab Rep.,SYR,Woody crops,1000 HA,925.46,926.46,926.32,926.36,926.12
Thailand,THA,Climate Altering Land Cover Index,Index,98.7425397949577,98.3007522052422,98.089838669408,98.1151241688324,97.9050480942393
Thailand,THA,Artificial surfaces (including urban and associated areas),1000 HA,329.12,329.9,331.6,352.88,381.79
Thailand,THA,Grassland,1000 HA,4085.25,4087.62,4088.63,4090.44,4092.78
Thailand,THA,Herbaceous crops,1000 HA,22535.9,22432.81,22382.38,22366.85,22289.29
Thailand,THA,Inland water bodies,1000 HA,884.85,885.53,886.09,885.23,885.67
Thailand,THA,Mangroves,1000 HA,360.28,359.31,357.91,357.74,360.19
Thailand,THA,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Thailand,THA,Shrub-covered areas,1000 HA,5187.81,5156.91,5147.2,5144.83,5129.78
Thailand,THA,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,14.35,14.41,14.49,14.45,14.52
Thailand,THA,Sparsely natural vegetated areas,1000 HA,31.14,31.47,31.54,31.52,31.71
Thailand,THA,Terrestrial barren land,1000 HA,0.11,0.11,0.11,0.08,0.07
Thailand,THA,Tree-covered areas,1000 HA,11277.19,11329.96,11345.53,11356.32,11439.63
Thailand,THA,Woody crops,1000 HA,7132.6,7210.55,7253.35,7238.25,7213.15
"Tajikistan, Rep. of",TJK,Climate Altering Land Cover Index,Index,94.7602302670841,94.6461824427976,94.3171855911699,94.1201610644574,94.1559680965559
"Tajikistan, Rep. of",TJK,Artificial surfaces (including urban and associated areas),1000 HA,46.24,47.62,47.72,55.0,63.83
"Tajikistan, Rep. of",TJK,Grassland,1000 HA,6568.48,6551.07,6547.59,6544.24,6535.36
"Tajikistan, Rep. of",TJK,Herbaceous crops,1000 HA,2017.96,2014.1,2006.92,1995.26,1987.21
"Tajikistan, Rep. of",TJK,Inland water bodies,1000 HA,138.93,139.17,139.11,139.17,139.35
"Tajikistan, Rep. of",TJK,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
"Tajikistan, Rep. of",TJK,Permanent snow and glaciers,1000 HA,1085.06,1085.06,1085.17,1085.06,1085.06
"Tajikistan, Rep. of",TJK,Shrub-covered areas,1000 HA,654.41,655.05,655.24,655.04,654.86
"Tajikistan, Rep. of",TJK,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,5.81,5.81,5.84,5.81,5.81
"Tajikistan, Rep. of",TJK,Sparsely natural vegetated areas,1000 HA,561.46,567.56,571.14,570.86,572.88
"Tajikistan, Rep. of",TJK,Terrestrial barren land,1000 HA,2396.0,2396.4,2395.76,2397.19,2403.05
"Tajikistan, Rep. of",TJK,Tree-covered areas,1000 HA,272.34,284.18,284.91,287.44,289.62
"Tajikistan, Rep. of",TJK,Woody crops,1000 HA,474.08,474.78,482.0,485.72,483.76
"Timor-Leste, Dem. Rep. of",TLS,Climate Altering Land Cover Index,Index,98.0097779842198,97.2620927111457,97.282262387556,97.0867181559886,96.856616911441
"Timor-Leste, Dem. Rep. of",TLS,Artificial surfaces (including urban and associated areas),1000 HA,6.17,6.47,6.83,6.88,6.96
"Timor-Leste, Dem. Rep. of",TLS,Grassland,1000 HA,163.86,163.81,163.8,163.36,162.78
"Timor-Leste, Dem. Rep. of",TLS,Herbaceous crops,1000 HA,483.66,479.62,479.39,478.34,477.11
"Timor-Leste, Dem. Rep. of",TLS,Inland water bodies,1000 HA,13.14,13.14,13.15,13.14,13.14
"Timor-Leste, Dem. Rep. of",TLS,Mangroves,1000 HA,9.45,9.42,9.43,9.45,9.45
"Timor-Leste, Dem. Rep. of",TLS,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
"Timor-Leste, Dem. Rep. of",TLS,Shrub-covered areas,1000 HA,119.79,119.71,119.67,119.33,118.86
"Timor-Leste, Dem. Rep. of",TLS,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,0.0,0.0,0.0,0.0,0.0
"Timor-Leste, Dem. Rep. of",TLS,Sparsely natural vegetated areas,1000 HA,3.21,3.21,3.21,3.21,3.21
"Timor-Leste, Dem. Rep. of",TLS,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
"Timor-Leste, Dem. Rep. of",TLS,Tree-covered areas,1000 HA,359.38,359.6,359.75,362.21,365.28
"Timor-Leste, Dem. Rep. of",TLS,Woody crops,1000 HA,340.02,343.69,343.53,342.77,341.9
Turkmenistan,TKM,Climate Altering Land Cover Index,Index,100.314157717441,100.556491230505,100.652339322074,100.644524407131,100.679630569663
Turkmenistan,TKM,Artificial surfaces (including urban and associated areas),1000 HA,53.05,67.66,67.84,78.33,86.82
Turkmenistan,TKM,Grassland,1000 HA,1429.92,1457.85,1468.52,1468.52,1467.65
Turkmenistan,TKM,Herbaceous crops,1000 HA,4116.68,4112.14,4115.92,4105.13,4098.1
Turkmenistan,TKM,Inland water bodies,1000 HA,9047.93,9048.19,9048.84,9049.83,9062.05
Turkmenistan,TKM,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
Turkmenistan,TKM,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Turkmenistan,TKM,Shrub-covered areas,1000 HA,6750.53,6750.21,6751.27,6749.81,6749.42
Turkmenistan,TKM,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,1.66,1.66,1.6,1.63,1.63
Turkmenistan,TKM,Sparsely natural vegetated areas,1000 HA,1282.41,1348.88,1381.69,1392.58,1404.43
Turkmenistan,TKM,Terrestrial barren land,1000 HA,32685.28,32577.73,32528.14,32516.55,32490.74
Turkmenistan,TKM,Tree-covered areas,1000 HA,86.56,89.8,89.86,91.97,93.73
Turkmenistan,TKM,Woody crops,1000 HA,127.32,127.18,127.3,126.96,126.75
"Türkiye, Rep. of",TUR,Climate Altering Land Cover Index,Index,98.2908530218982,97.8364303868733,97.6244941124578,97.6567548470655,97.6097923006326
"Türkiye, Rep. of",TUR,Artificial surfaces (including urban and associated areas),1000 HA,666.32,671.19,671.21,684.32,703.94
"Türkiye, Rep. of",TUR,Grassland,1000 HA,14213.17,14194.05,14179.79,14143.71,14092.22
"Türkiye, Rep. of",TUR,Herbaceous crops,1000 HA,29940.87,29794.55,29728.2,29725.47,29691.23
"Türkiye, Rep. of",TUR,Inland water bodies,1000 HA,1418.17,1418.72,1427.3,1429.04,1430.13
"Türkiye, Rep. of",TUR,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
"Türkiye, Rep. of",TUR,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
"Türkiye, Rep. of",TUR,Shrub-covered areas,1000 HA,6986.67,7011.93,7021.07,7055.25,7103.63
"Türkiye, Rep. of",TUR,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,207.8,207.6,207.7,207.62,207.21
"Türkiye, Rep. of",TUR,Sparsely natural vegetated areas,1000 HA,3162.26,3155.33,3153.12,3147.59,3149.99
"Türkiye, Rep. of",TUR,Terrestrial barren land,1000 HA,1450.44,1446.96,1445.73,1441.5,1434.12
"Türkiye, Rep. of",TUR,Tree-covered areas,1000 HA,14938.79,14977.46,14995.66,15028.94,15057.16
"Türkiye, Rep. of",TUR,Woody crops,1000 HA,5247.96,5354.8,5401.95,5369.15,5362.97
Taiwan Province of China,TWN,Climate Altering Land Cover Index,Index,101.062908049311,101.646974611243,102.404706388338,102.697609969718,102.903229486317
Taiwan Province of China,TWN,Artificial surfaces (including urban and associated areas),1000 HA,151.91,155.97,162.07,163.22,165.81
Taiwan Province of China,TWN,Grassland,1000 HA,105.28,107.25,107.6,108.82,109.32
Taiwan Province of China,TWN,Herbaceous crops,1000 HA,734.02,735.08,735.61,737.04,736.25
Taiwan Province of China,TWN,Inland water bodies,1000 HA,62.24,62.24,61.98,64.26,64.48
Taiwan Province of China,TWN,Mangroves,1000 HA,26.74,26.71,26.64,26.42,26.21
Taiwan Province of China,TWN,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Taiwan Province of China,TWN,Shrub-covered areas,1000 HA,32.42,33.69,33.61,34.47,34.66
Taiwan Province of China,TWN,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,37.67,37.52,37.0,34.89,34.49
Taiwan Province of China,TWN,Sparsely natural vegetated areas,1000 HA,4.5,4.58,4.62,4.62,4.61
Taiwan Province of China,TWN,Terrestrial barren land,1000 HA,0.0,0.0,0.0,0.0,0.0
Taiwan Province of China,TWN,Tree-covered areas,1000 HA,2233.2,2224.39,2226.18,2219.95,2218.1
Taiwan Province of China,TWN,Woody crops,1000 HA,240.28,240.83,232.9,234.57,234.32
"Uzbekistan, Rep. of",UZB,Climate Altering Land Cover Index,Index,99.4597146969062,99.4206724783902,99.271735797831,99.04324187845,98.980997203788
"Uzbekistan, Rep. of",UZB,Artificial surfaces (including urban and associated areas),1000 HA,312.08,325.48,325.36,383.12,432.99
"Uzbekistan, Rep. of",UZB,Grassland,1000 HA,3333.57,3338.08,3348.78,3353.11,3354.15
"Uzbekistan, Rep. of",UZB,Herbaceous crops,1000 HA,7448.16,7431.7,7420.0,7344.62,7289.89
"Uzbekistan, Rep. of",UZB,Inland water bodies,1000 HA,872.71,1119.98,988.96,779.74,775.28
"Uzbekistan, Rep. of",UZB,Mangroves,1000 HA,0.0,0.0,0.0,0.0,0.0
"Uzbekistan, Rep. of",UZB,Permanent snow and glaciers,1000 HA,37.42,37.42,37.5,37.42,37.42
"Uzbekistan, Rep. of",UZB,Shrub-covered areas,1000 HA,4404.17,4405.68,4405.47,4406.3,4406.11
"Uzbekistan, Rep. of",UZB,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,67.55,67.55,67.44,67.55,67.55
"Uzbekistan, Rep. of",UZB,Sparsely natural vegetated areas,1000 HA,2665.89,2676.05,2674.63,2675.12,2688.42
"Uzbekistan, Rep. of",UZB,Terrestrial barren land,1000 HA,24913.16,24629.86,24739.44,24945.34,24935.92
"Uzbekistan, Rep. of",UZB,Tree-covered areas,1000 HA,269.11,285.38,286.65,298.26,308.57
"Uzbekistan, Rep. of",UZB,Woody crops,1000 HA,737.44,744.0,765.79,770.65,764.91
Vietnam,VNM,Climate Altering Land Cover Index,Index,98.5701712812479,93.678759410528,93.7117123443911,93.6560817059773,93.479593494734
Vietnam,VNM,Artificial surfaces (including urban and associated areas),1000 HA,274.85,275.6,278.92,296.49,327.48
Vietnam,VNM,Grassland,1000 HA,2111.6,2116.36,2119.3,2119.71,2112.81
Vietnam,VNM,Herbaceous crops,1000 HA,7732.87,7334.75,7334.01,7312.02,7266.69
Vietnam,VNM,Inland water bodies,1000 HA,763.97,764.14,765.05,763.82,763.67
Vietnam,VNM,Mangroves,1000 HA,203.17,205.14,205.28,206.32,208.77
Vietnam,VNM,Permanent snow and glaciers,1000 HA,0.0,0.0,0.0,0.0,0.0
Vietnam,VNM,Shrub-covered areas,1000 HA,5917.25,5915.48,5910.09,5893.54,5855.16
Vietnam,VNM,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1000 HA,66.89,66.95,67.05,66.96,66.84
Vietnam,VNM,Sparsely natural vegetated areas,1000 HA,6.12,6.12,6.1,6.12,6.11
Vietnam,VNM,Terrestrial barren land,1000 HA,18.6,18.59,18.62,18.59,18.57
Vietnam,VNM,Tree-covered areas,1000 HA,10792.01,10876.36,10911.07,10948.32,11038.72
Vietnam,VNM,Woody crops,1000 HA,5056.99,5364.84,5328.42,5312.45,5279.51
